jd_key,jobid,opentime,title,funtype,std_job,it_related,tier,techstack,level,level_source,salary,salary_monthly,salary_weight,sample_weight,work_year,skill_vec_01,skill_vec_prof,task_vec_01,skillpoint_map,n_skills,n_tasks,n_skillpoints,n_prof
e6ab1f0043537dc84694a31f6cb429d4,132856284,2022-10-10,GO开发工程师,Go开发工程师,Golang开发工程师,True,3,基础设施与云原生|后端开发与业务逻辑|AI/ML 与数据智能|DevOps 与自动化,初级(0-2年),text,1.5-2.5万,20000.0,1.0,11.3617,,终身学习与知识更新|团队协作与协调|程序设计与软件工程|算法与数据结构|操作系统与系统管理|计算机网络与通信技术|云原生与分布式系统,团队协作与协调:U;操作系统与系统管理:P2;程序设计与软件工程:P2;算法与数据结构:P2;计算机网络与通信技术:P1;云原生与分布式系统:P2,应用软件开发,操作系统与系统管理:Linux;程序设计与软件工程:Go;计算机网络与通信技术:HTTP;云原生与分布式系统:Kubernetes,7,1,4,6
1f4ae73f5c0da34ecea2dfa593e27a5a,132859015,2022-10-10,Java开发工程师,高级软件工程师,Java开发工程师,True,1,后端开发与业务逻辑,中级(3-4年),text,7千-1.4万,10500.0,1.0,11.4381,,终身学习与知识更新|口头技术沟通与汇报|书面技术文档撰写|团队协作与协调|环境适应与压力耐受|严谨细致与诚信自律|数据管理与数据库|程序设计与软件工程|系统测试与质量评估|操作系统与系统管理|系统部署交付与运维,书面技术文档撰写:U;团队协作与协调:U;口头技术沟通与汇报:U;程序设计与软件工程:P3;系统测试与质量评估:U;系统部署交付与运维:U;操作系统与系统管理:P1;数据管理与数据库:P1,应用软件开发|软件测试|系统运维|技术文档管理,"程序设计与软件工程:Java,Spring,MyBatis,SVN,Dart;操作系统与系统管理:Linux;数据管理与数据库:NoSQL",11,4,7,8
bfc7437df19e5e4cd7bb2664bc5a1275,132897221,2022-10-10,数据项目经理,数据分析经理/主管,项目经理,True,1,AI/ML 与数据智能|数据存储与管理|后端开发与业务逻辑|中间件与消息通信,高级(5-9年),text,3-6万,45000.0,1.0,11.4434,,口头技术沟通与汇报|书面技术文档撰写|团队协作与协调|需求洞察与服务意识|计算数学与数据建模|数据管理与数据库|大数据与分布式计算|数据分析与可视化|程序设计与软件工程|软件架构与系统设计|云原生与分布式系统|系统部署交付与运维,数据管理与数据库:P3;数据分析与可视化:P3;团队协作与协调:U;大数据与分布式计算:P3;软件架构与系统设计:P3;书面技术文档撰写:U;云原生与分布式系统:P3;需求洞察与服务意识:U;口头技术沟通与汇报:U;程序设计与软件工程:P2;系统部署交付与运维:P3;计算数学与数据建模:U,应用软件开发|系统架构设计|数据库开发与管理|系统运维|数据开发|数据分析|售前技术支持|售后技术支持|企业系统实施|技术团队管理|技术培训与知识赋能,"大数据与分布式计算:Hadoop,Spark,Kafka;程序设计与软件工程:Python;数据管理与数据库:MySQL;数据分析与可视化:Tableau",12,11,6,12
bf322962a13eb30d490ca02b16556de4,132919679,2022-10-10,.Net PL,项目主管,.NET开发工程师,True,3,后端开发与业务逻辑,高级(5-9年),text,1-1.5万,12500.0,1.0,11.4604,,书面技术文档撰写|团队协作与协调|需求洞察与服务意识|数据管理与数据库|程序设计与软件工程|软件架构与系统设计|系统测试与质量评估|云原生与分布式系统,需求洞察与服务意识:U;书面技术文档撰写:U;软件架构与系统设计:P3;数据管理与数据库:P3;程序设计与软件工程:P3;团队协作与协调:U;系统测试与质量评估:P3;云原生与分布式系统:U,应用软件开发|系统架构设计|数据库开发与管理|软件测试|系统运维|云平台运维|产品设计|技术团队管理,"程序设计与软件工程:C#,.NET,SharePoint;数据管理与数据库:SQL,SQL Server,MySQL;云原生与分布式系统:阿里云,Azure,AWS",8,8,9,8
fffb368b7c6f41776196fce4e2237ec7,132944116,2022-10-10,项目经理（深基坑）,项目经理,项目经理,True,1,,,,2.5-3万,27500.0,1.0,11.4434,,口头技术沟通与汇报|团队协作与协调|说服与分歧谈判|信息管理与数字素养|多方权衡与方案决策|时间与资源统筹管理|严谨细致与诚信自律,时间与资源统筹管理:U;说服与分歧谈判:U;多方权衡与方案决策:U;信息管理与数字素养:U;团队协作与协调:U;口头技术沟通与汇报:U,IT项目管理|企业系统实施|技术文档管理,,7,3,0,6
b261f43aeb5eff8a9dcc83ebf025a5eb,132944445,2022-10-10,项目助理(汽车电子）,项目助理,项目经理,True,3,,初级(0-2年),title,4.5-6千,5250.0,1.0,11.4434,,口头技术沟通与汇报|书面技术文档撰写|团队协作与协调|时间与资源统筹管理|环境适应与压力耐受|系统测试与质量评估,时间与资源统筹管理:U;团队协作与协调:U;口头技术沟通与汇报:U;书面技术文档撰写:U;系统测试与质量评估:P1,软件测试|IT项目管理,,6,2,0,5
3fc9775e6c826fdc818305a96c2d9757,132972480,2022-10-10,Java开发工程师/高级开发工程师,软件工程师,Java开发工程师,True,1,后端开发与业务逻辑,高级(5-9年),title,1-2万,15000.0,1.0,11.4381,,批判性逻辑思考|口头技术沟通与汇报|书面技术文档撰写|团队协作与协调|需求洞察与服务意识|数据管理与数据库|程序设计与软件工程|软件架构与系统设计|系统测试与质量评估,需求洞察与服务意识:U;书面技术文档撰写:U;批判性逻辑思考:U;口头技术沟通与汇报:U;团队协作与协调:U;程序设计与软件工程:P2;软件架构与系统设计:P2;系统测试与质量评估:P2;数据管理与数据库:U,应用软件开发|系统架构设计|软件测试|IT技术支持|技术文档管理,"程序设计与软件工程:Git,Java,JavaScript,JSP,Oracle,React,Spring,敏捷开发;数据管理与数据库:Oracle",9,5,9,9
6bd61a9957e648a16a7c0a55f2563e2c,133106214,2022-10-10,IT经理/分析员（微服务开发工程师）,Java开发工程师,Java开发工程师,True,3,后端开发与业务逻辑,,,1.5-3万,22500.0,1.0,11.4381,,终身学习与知识更新|批判性逻辑思考|口头技术沟通与汇报|书面技术文档撰写|团队协作与协调|需求洞察与服务意识|多方权衡与方案决策|时间与资源统筹管理|程序设计与软件工程|软件架构与系统设计|系统测试与质量评估|云原生与分布式系统,软件架构与系统设计:U;云原生与分布式系统:U;团队协作与协调:U;需求洞察与服务意识:U;程序设计与软件工程:P2;系统测试与质量评估:P2;口头技术沟通与汇报:U;时间与资源统筹管理:U;批判性逻辑思考:U;多方权衡与方案决策:U;书面技术文档撰写:U,应用软件开发|系统架构设计|软件测试|售前技术支持|IT项目管理,,12,5,0,11
1818096e39ea290dac8b8fddc91c4617,133115641,2022-10-10,JAVA项目经理,项目经理,项目经理,True,1,后端开发与业务逻辑,高级(5-9年),text,1.5-2万,17500.0,1.0,11.4434,,终身学习与知识更新|创造力与创新思维|口头技术沟通与汇报|团队协作与协调|时间与资源统筹管理|环境适应与压力耐受|严谨细致与诚信自律|数据管理与数据库|程序设计与软件工程|算法与数据结构|软件架构与系统设计|操作系统与系统管理|云原生与分布式系统,程序设计与软件工程:P4;软件架构与系统设计:P4;数据管理与数据库:P3;团队协作与协调:U;时间与资源统筹管理:U;云原生与分布式系统:P4;算法与数据结构:P3;操作系统与系统管理:P3;口头技术沟通与汇报:U,应用软件开发|算法研发|系统架构设计|系统运维|企业系统实施|技术团队管理,"程序设计与软件工程:Java,Spring,Spring Boot,Spring Cloud;数据管理与数据库:Redis,Kafka;操作系统与系统管理:Linux;云原生与分布式系统:Docker",13,6,8,9
810a31637dcd449e00e3a5db1c64da38,133182696,2022-10-10,项目运维管理,运维工程师,IT经理/IT主管,True,3,基础设施与云原生,高级(5-9年),text,1-1.8万,14000.0,1.0,11.4189,,批判性逻辑思考|口头技术沟通与汇报|书面技术文档撰写|团队协作与协调|需求洞察与服务意识|多方权衡与方案决策|时间与资源统筹管理|目标导向与攻坚韧性|严谨细致与诚信自律|数据管理与数据库|操作系统与系统管理|计算机网络与通信技术|网络安全与数据隐私|系统部署交付与运维,系统部署交付与运维:P3;时间与资源统筹管理:U;口头技术沟通与汇报:U;团队协作与协调:U;需求洞察与服务意识:U;多方权衡与方案决策:U;操作系统与系统管理:P2;计算机网络与通信技术:P2;网络安全与数据隐私:P2;数据管理与数据库:P2;书面技术文档撰写:U;批判性逻辑思考:U,数据库开发与管理|系统运维|网络运维|信息安全|IT技术支持|技术团队管理,"操作系统与系统管理:Linux,Windows,CentOS;计算机网络与通信技术:TCP/IP;网络安全与数据隐私:防火墙;数据管理与数据库:MySQL,SQL,Oracle;系统部署交付与运维:Zabbix,ITIL",14,6,10,12
644a1ef2b199b9107533d01ee6137d63,133292536,2022-10-10,信息运维经理,IT经理/IT主管,IT经理/IT主管,True,3,基础设施与云原生,初级(0-2年),text,1.5-2万,17500.0,1.0,11.4189,,终身学习与知识更新|口头技术沟通与汇报|团队协作与协调|自我监测与工作复盘|时间与资源统筹管理|环境适应与压力耐受|严谨细致与诚信自律|数据管理与数据库|计算机网络与通信技术|网络安全与数据隐私|云原生与分布式系统|系统部署交付与运维,系统部署交付与运维:P4;计算机网络与通信技术:P3;团队协作与协调:U;时间与资源统筹管理:U;数据管理与数据库:P3;口头技术沟通与汇报:U;云原生与分布式系统:U;网络安全与数据隐私:P3;自我监测与工作复盘:U,数据库开发与管理|系统运维|网络运维|信息安全|云平台运维|IT技术支持|IT项目管理|企业系统实施|通信网络规划|技术团队管理|技术培训与知识赋能,系统部署交付与运维:ITIL,12,11,1,9
1620ca452275ab753d8992520cf31542,133297424,2022-10-10,蓝牙协议栈工程师,嵌入式软件开发(Linux/单片机/PLC/DSP…),嵌入式软件开发,True,3,后端开发与业务逻辑,中级(3-4年),text,1.5-3万,22500.0,1.0,11.4271,,口头技术沟通与汇报|书面技术文档撰写|团队协作与协调|需求洞察与服务意识|环境适应与压力耐受|严谨细致与诚信自律|程序设计与软件工程|计算机硬件与数字电路|计算机网络与通信技术,需求洞察与服务意识:U;计算机网络与通信技术:P3;程序设计与软件工程:P3;书面技术文档撰写:U;计算机硬件与数字电路:P2;口头技术沟通与汇报:P2;团队协作与协调:P2,嵌入式软件开发|产品设计,"计算机网络与通信技术:蓝牙,I2C,SPI,UART,BLE;计算机硬件与数字电路:ARM",9,2,6,7
1fc971ef6a04cbe996cabd65da9eec2e,133349958,2022-10-10,ADAS测试,智能驾驶测试工程师,智能驾驶测试工程师,True,3,,,,1-1.5万,12500.0,1.0,4.0667,,批判性逻辑思考|创造力与创新思维|口头技术沟通与汇报|团队协作与协调|需求洞察与服务意识|数据分析与可视化|程序设计与软件工程|系统测试与质量评估|计算机硬件与数字电路,系统测试与质量评估:P3;数据分析与可视化:P2;团队协作与协调:U;批判性逻辑思考:P1;需求洞察与服务意识:U;计算机硬件与数字电路:U;程序设计与软件工程:U;口头技术沟通与汇报:P2,算法研发|软件测试|数据分析,"系统测试与质量评估:CANoe,VBOX,NCAP,C-IASI",9,3,4,8
5b236fb159457d95801136cfb99d5b37,133401356,2022-10-10,中级Java开发工程师,Java开发工程师,Java开发工程师,True,1,后端开发与业务逻辑,中级(3-4年),text,1-1.5万,12500.0,1.0,11.4381,,团队协作与协调|数据管理与数据库|大数据与分布式计算|程序设计与软件工程|软件架构与系统设计|系统部署交付与运维,软件架构与系统设计:P2;程序设计与软件工程:P3;数据管理与数据库:P2;大数据与分布式计算:U;系统部署交付与运维:U;团队协作与协调:U,应用软件开发|数据库开发与管理|系统运维|数据开发,"程序设计与软件工程:Java,设计模式,Spring MVC,Spring Boot,MyBatis,Git,Maven;数据管理与数据库:MySQL,Oracle,Redis,Memcached,Kafka,RabbitMQ;大数据与分布式计算:Hadoop,Elasticsearch",6,4,15,6
988f7f946e92d86004af211bd9009079,133529770,2022-10-10,C/C++软件工程师,C/C++开发工程师,软件工程师,True,1,后端开发与业务逻辑,初级(0-2年),text,8千-1.6万,12000.0,1.0,11.4354,,终身学习与知识更新|批判性逻辑思考|书面技术文档撰写|团队协作与协调|时间与资源统筹管理|目标导向与攻坚韧性|严谨细致与诚信自律|程序设计与软件工程|算法与数据结构|软件架构与系统设计|系统测试与质量评估|操作系统与系统管理|嵌入式系统与固件开发|计算机网络与通信技术,程序设计与软件工程:P3;算法与数据结构:P3;计算机网络与通信技术:P2;批判性逻辑思考:U;团队协作与协调:U;操作系统与系统管理:P2;嵌入式系统与固件开发:P2;软件架构与系统设计:P3;时间与资源统筹管理:U;书面技术文档撰写:U;系统测试与质量评估:P2,应用软件开发|嵌入式软件开发|算法研发|系统架构设计|软件测试|IT项目管理|技术文档管理,"程序设计与软件工程:C++,PHP,Java,C#;计算机网络与通信技术:TCP/IP,RTSP,RTP,SIP,ONVIF;操作系统与系统管理:Linux;嵌入式系统与固件开发:ARM",14,7,11,11
269909e4d9bd5b9ee41f676be525c439,133534659,2022-10-10,Java开发工程师,Java开发工程师,Java开发工程师,True,1,后端开发与业务逻辑,中级(3-4年),text,1-1.5万,12500.0,1.0,11.4381,,终身学习与知识更新|批判性逻辑思考|创造力与创新思维|书面技术文档撰写|团队协作与协调|严谨细致与诚信自律|数据管理与数据库|程序设计与软件工程|算法与数据结构|软件架构与系统设计|操作系统与系统管理|计算机网络与通信技术|云原生与分布式系统,程序设计与软件工程:P2;软件架构与系统设计:P3;书面技术文档撰写:U;算法与数据结构:U;计算机网络与通信技术:U;数据管理与数据库:P3;云原生与分布式系统:U;操作系统与系统管理:P2;团队协作与协调:U;批判性逻辑思考:U,应用软件开发|系统架构设计|数据库开发与管理|系统运维|技术文档管理,"程序设计与软件工程:Spring Cloud,Java,Spring,Spring MVC,MyBatis;软件架构与系统设计:Spring Cloud,Spring Boot;算法与数据结构:Java;计算机网络与通信技术:Tomcat,Apache,Nginx;数据管理与数据库:Oracle,MySQL,SQL,Redis,Elasticsearch;云原生与分布式系统:RabbitMQ;操作系统与系统管理:Linux",13,5,18,10
e674483a80e068a398f2058fe260534d,133837639,2022-10-10,软件实施工程师,软件测试工程师,ERP实施顾问,True,3,前端与用户体验|AI/ML 与数据智能|数据存储与管理,,,6千-1.2万,9000.0,1.0,11.4145,,终身学习与知识更新|批判性逻辑思考|口头技术沟通与汇报|书面技术文档撰写|团队协作与协调|需求洞察与服务意识|严谨细致与诚信自律|数据管理与数据库|程序设计与软件工程|系统测试与质量评估|计算机硬件与数字电路|计算机网络与通信技术,需求洞察与服务意识:U;团队协作与协调:U;系统测试与质量评估:P2;程序设计与软件工程:P2;口头技术沟通与汇报:U;批判性逻辑思考:U;书面技术文档撰写:U;数据管理与数据库:P2;计算机网络与通信技术:P1;计算机硬件与数字电路:P1,应用软件开发|数据库开发与管理|软件测试|企业系统实施|技术团队管理,"数据管理与数据库:Oracle,SQL Server,MySQL",12,5,3,10
6f6eaeeb62cced3a8952e9a0bfa2f525,134123481,2022-10-10,3D引擎及工具链工程师,C/C++开发工程师,游戏开发工程师,True,3,后端开发与业务逻辑|AI/ML 与数据智能,,,2.5-4万,32500.0,1.0,3.6,,批判性逻辑思考|口头技术沟通与汇报|计算数学与数据建模|程序设计与软件工程|算法与数据结构|图形与交互技术,图形与交互技术:P3;程序设计与软件工程:P2;算法与数据结构:P2;计算数学与数据建模:P2;批判性逻辑思考:U;口头技术沟通与汇报:U,应用软件开发|算法研发,"程序设计与软件工程:C++;图形与交互技术:DirectX,OpenGL,Metal,HLSL,Cg",6,2,6,6
6bf9137466fe31c8dfc256b6d2156d49,134277271,2022-10-10,MES系统开发工程师,C#开发工程师,C#开发工程师,True,3,AI/ML 与数据智能|后端开发与业务逻辑|数据存储与管理,中级(3-4年),text,1-1.8万,14000.0,1.0,11.4583,,团队协作与协调|目标导向与攻坚韧性|数据管理与数据库|数据分析与可视化|程序设计与软件工程|计算机网络与通信技术,团队协作与协调:U;程序设计与软件工程:P2;数据分析与可视化:P2;数据管理与数据库:P3;计算机网络与通信技术:U,应用软件开发|数据库开发与管理|数据分析,"程序设计与软件工程:C#,Web Service,Ajax;数据管理与数据库:SQL Server,Oracle,MySQL;计算机网络与通信技术:HTTP",6,3,7,5
7222957afcd1427c560484bcc8a2a9fd,134363580,2022-10-10,市场项目经理,项目经理,项目经理,True,1,,高级(5-9年),text,1-2万,15000.0,1.0,11.4434,,口头技术沟通与汇报|团队协作与协调|需求洞察与服务意识|时间与资源统筹管理|环境适应与压力耐受,时间与资源统筹管理:U;需求洞察与服务意识:U;口头技术沟通与汇报:U;团队协作与协调:U,IT项目管理|技术团队管理|技术培训与知识赋能,,5,3,0,4
ccc23c8ecb1257a08c7a8118fe561564,134426210,2022-10-10,助理技术支持工程师,售前/售后技术支持工程师,技术支持工程师,True,1,,初级(0-2年),title,6-8千,7000.0,1.0,11.4419,,终身学习与知识更新|口头技术沟通与汇报|书面技术文档撰写|团队协作与协调|需求洞察与服务意识|信息管理与数字素养|时间与资源统筹管理|嵌入式系统与固件开发|计算机网络与通信技术,时间与资源统筹管理:U;需求洞察与服务意识:U;书面技术文档撰写:P3;团队协作与协调:U;信息管理与数字素养:U;口头技术沟通与汇报:P2;嵌入式系统与固件开发:P3;计算机网络与通信技术:U,嵌入式软件开发|IT技术支持|技术培训与知识赋能,嵌入式系统与固件开发:PLC;计算机网络与通信技术:现场总线,9,3,2,8
9dee21383e8f241b2a179ea6aa4b643a,134426977,2022-10-10,软件工程师,软件工程师,软件工程师,True,1,后端开发与业务逻辑,初级(0-2年),text,1.5-3万·13薪,24375.0,1.0,11.4354,,终身学习与知识更新|创造力与创新思维|书面技术文档撰写|团队协作与协调|严谨细致与诚信自律|程序设计与软件工程|人机交互与用户体验|计算机网络与通信技术,程序设计与软件工程:P2;书面技术文档撰写:U;人机交互与用户体验:P2;计算机网络与通信技术:U;团队协作与协调:U,应用软件开发|嵌入式软件开发|技术文档管理,"程序设计与软件工程:C++,C#,VB.NET;计算机网络与通信技术:TCP/IP",8,3,4,5
85fc3bfa0a05e6e1b3c9032bef1dc6d0,134507006,2022-10-10,电控软件工程师,高级软件工程师,软件工程师,True,1,后端开发与业务逻辑,,,1.5-2.5万,20000.0,1.0,11.4354,,书面技术文档撰写|需求洞察与服务意识|程序设计与软件工程|系统测试与质量评估|计算机硬件与数字电路|嵌入式系统与固件开发,计算机硬件与数字电路:P2;嵌入式系统与固件开发:P3;程序设计与软件工程:P2;系统测试与质量评估:P2;书面技术文档撰写:U;需求洞察与服务意识:U,嵌入式软件开发|软件测试|售后技术支持|硬件开发|技术文档管理,嵌入式系统与固件开发:FOC,6,5,1,6
7d99f217a7fbea69a58bb82bbf9e746b,134552274,2022-10-10,需求分析师,需求工程师,系统分析/需求工程师,True,3,后端开发与业务逻辑|AI/ML 与数据智能,,,1.5-2万,17500.0,1.0,11.4789,,批判性逻辑思考|口头技术沟通与汇报|书面技术文档撰写|团队协作与协调|需求洞察与服务意识|信息管理与数字素养|时间与资源统筹管理|数据分析与可视化|人机交互与用户体验,需求洞察与服务意识:P3;时间与资源统筹管理:U;人机交互与用户体验:P2;书面技术文档撰写:U;团队协作与协调:U;数据分析与可视化:P2;口头技术沟通与汇报:U;批判性逻辑思考:U;信息管理与数字素养:P2,数据分析|IT项目管理|产品设计|UI/UX设计,"信息管理与数字素养:Visio,Axure,MindManager,Project",9,4,4,9
c1a0c32df950a8d1fa1328352e2e82bd,134583275,2022-10-10,IT软件工程师（中山火炬）,软件工程师,软件工程师,True,1,后端开发与业务逻辑,高级(5-9年),text,7千-1.4万,10500.0,1.0,11.4354,,时间与资源统筹管理|程序设计与软件工程,程序设计与软件工程:P2;时间与资源统筹管理:U,应用软件开发|IT项目管理,程序设计与软件工程:Java,2,2,1,2
fd6f7ead8a79d36e03c380a4d16abe24,134687186,2022-10-10,web前端实习生（可转正）,Web前端开发,Web前端开发,True,3,前端与用户体验,初级(0-2年),text,4-6千,5000.0,1.0,11.4254,,批判性逻辑思考|书面技术文档撰写|团队协作与协调|严谨细致与诚信自律|程序设计与软件工程,程序设计与软件工程:P1;书面技术文档撰写:U;团队协作与协调:U;批判性逻辑思考:U,应用软件开发|技术文档管理,,5,2,0,4
75283d67abb0d4b35e4c301e465d1431,134703488,2022-10-10,项目助理专员,项目助理,项目经理,True,3,,初级(0-2年),text,3-5千,4000.0,1.0,11.4434,,终身学习与知识更新|批判性逻辑思考|口头技术沟通与汇报|书面技术文档撰写|团队协作与协调|需求洞察与服务意识|时间与资源统筹管理|目标导向与攻坚韧性|严谨细致与诚信自律|程序设计与软件工程,程序设计与软件工程:U;口头技术沟通与汇报:U;时间与资源统筹管理:U;团队协作与协调:U;需求洞察与服务意识:U;书面技术文档撰写:U;批判性逻辑思考:U,应用软件开发|售前技术支持|IT项目管理,,10,3,0,7
e60db8ee36dffec5f93929819a0e0908,134706427,2022-10-10,python实习生可转正,Python开发工程师,Python开发工程师,True,3,后端开发与业务逻辑,实习/应届,title,4-6千,5000.0,1.0,11.4384,,团队协作与协调|严谨细致与诚信自律|程序设计与软件工程,程序设计与软件工程:U;团队协作与协调:U,,"程序设计与软件工程:Java,Python",3,0,2,2
72862ba728df5493bd967072d0097a0b,134722330,2022-10-10,IT系统工程师,网络工程师(IT工程师),系统工程师,True,1,,初级(0-2年),text,4-6千,5000.0,1.0,11.4248,,终身学习与知识更新|批判性逻辑思考|口头技术沟通与汇报|团队协作与协调|严谨细致与诚信自律|程序设计与软件工程,团队协作与协调:U;口头技术沟通与汇报:U;程序设计与软件工程:P2;批判性逻辑思考:U,应用软件开发|系统运维,,6,2,0,4
ba1e31bbdfebad7c347ec8d69e13e9dc,134730449,2022-10-10,飞控嵌入式工程师,嵌入式软件开发(Linux/单片机/PLC/DSP…),嵌入式软件开发,True,3,后端开发与业务逻辑,初级(0-2年),text,1.5-3万·14薪,26250.0,1.0,11.4271,,书面技术文档撰写|数据分析与可视化|程序设计与软件工程|软件架构与系统设计|操作系统与系统管理|计算机硬件与数字电路|嵌入式系统与固件开发,计算机硬件与数字电路:P2;嵌入式系统与固件开发:P3;软件架构与系统设计:P3;书面技术文档撰写:U;数据分析与可视化:P2;程序设计与软件工程:P2;操作系统与系统管理:P3,应用软件开发|嵌入式软件开发|系统架构设计|数据分析|硬件开发|技术文档管理,程序设计与软件工程:C++,7,6,1,7
e4986c94606a6475603a9c7a4adbd178,134731824,2022-10-10,CTO助理,项目助理,首席技术执行官CTO,True,3,,初级(0-2年),title,1-1.5万,12500.0,1.0,3.0,,终身学习与知识更新|批判性逻辑思考|口头技术沟通与汇报|书面技术文档撰写|团队协作与协调|信息管理与数字素养|自我监测与工作复盘|时间与资源统筹管理|环境适应与压力耐受|严谨细致与诚信自律,时间与资源统筹管理:U;自我监测与工作复盘:U;团队协作与协调:U;书面技术文档撰写:U;信息管理与数字素养:P2;批判性逻辑思考:U;口头技术沟通与汇报:U,技术文档管理|技术团队管理,,10,2,0,7
2c0217e56d82e9d939bcf7a13fa06474,134768171,2022-10-10,Java初/中级开发工程师,Java开发工程师,Java开发工程师,True,3,后端开发与业务逻辑,高级(5-9年),text,1.5-2万,17500.0,1.0,11.4381,,终身学习与知识更新|批判性逻辑思考|口头技术沟通与汇报|团队协作与协调|严谨细致与诚信自律|数据管理与数据库|程序设计与软件工程|算法与数据结构|软件架构与系统设计|操作系统与系统管理,程序设计与软件工程:P2;算法与数据结构:P2;操作系统与系统管理:P2;软件架构与系统设计:U;数据管理与数据库:P2;批判性逻辑思考:U;口头技术沟通与汇报:U;团队协作与协调:U,应用软件开发|系统架构设计|数据库开发与管理,"程序设计与软件工程:Java,Spring,Hibernate,MyBatis;操作系统与系统管理:Linux;数据管理与数据库:Oracle,MySQL,DB2,OceanBase",10,3,9,8
56ef683fe1cf37c694a450884267a2bc,134814714,2022-10-10,IT技术主管/IT主管,IT经理/IT主管,IT经理/IT主管,True,3,基础设施与云原生|后端开发与业务逻辑|前端与用户体验|数据存储与管理,,,8.5千-1.5万,11750.0,1.0,11.4189,,口头技术沟通与汇报|需求洞察与服务意识|数据管理与数据库|程序设计与软件工程|软件架构与系统设计|系统测试与质量评估|系统部署交付与运维,需求洞察与服务意识:U;口头技术沟通与汇报:U;程序设计与软件工程:P3;系统部署交付与运维:P2;软件架构与系统设计:P3;系统测试与质量评估:P3;数据管理与数据库:P2,应用软件开发|系统架构设计|数据库开发与管理|软件测试|系统运维|IT项目管理|企业系统实施|技术培训与知识赋能,"程序设计与软件工程:Java,.NET,Spring,MyBatis,Hibernate,jQuery,Ajax,JSP,Servlet;数据管理与数据库:MySQL,SQL",7,8,11,7
15bce1f8f84491b26488c91bbf6fe02b,134871009,2022-10-10,需求分析师,需求工程师,系统分析/需求工程师,True,3,数据存储与管理|中间件与消息通信|后端开发与业务逻辑|前端与用户体验,高级(5-9年),text,1.5-2万,17500.0,1.0,11.4789,,终身学习与知识更新|批判性逻辑思考|口头技术沟通与汇报|书面技术文档撰写|需求洞察与服务意识|大数据与分布式计算|程序设计与软件工程|软件架构与系统设计|人机交互与用户体验,需求洞察与服务意识:U;人机交互与用户体验:P2;书面技术文档撰写:U;口头技术沟通与汇报:U;批判性逻辑思考:U;大数据与分布式计算:P2;软件架构与系统设计:P2;程序设计与软件工程:P2,应用软件开发|售前技术支持|产品设计|UI/UX设计|企业系统实施,"大数据与分布式计算:Hadoop,Spark,Flink,Kafka;程序设计与软件工程:Java,Spring Cloud,Spring Boot,Nginx,JavaScript,Vue;人机交互与用户体验:Axure",9,5,11,8
fcfc93b96d6a7346302420498aec0eaa,134974130,2022-10-10,项目管理（Logistic PM）,项目管理,项目经理,True,3,,初级(0-2年),text,7千-1.2万,9500.0,1.0,11.4434,,终身学习与知识更新|批判性逻辑思考|口头技术沟通与汇报,口头技术沟通与汇报:U;批判性逻辑思考:U,IT项目管理,,3,1,0,2
8b5fb57aa76dbdc79e7e59df294e80df,135119635,2022-10-10,软件工程师,软件工程师,软件工程师,True,1,后端开发与业务逻辑,中级(3-4年),text,,,1.0,11.4354,,批判性逻辑思考|创造力与创新思维|口头技术沟通与汇报|书面技术文档撰写|团队协作与协调|需求洞察与服务意识|时间与资源统筹管理|严谨细致与诚信自律|数据管理与数据库|程序设计与软件工程|软件架构与系统设计|系统测试与质量评估,程序设计与软件工程:P3;系统测试与质量评估:P2;需求洞察与服务意识:U;书面技术文档撰写:U;时间与资源统筹管理:U;团队协作与协调:U;批判性逻辑思考:U;软件架构与系统设计:P3;数据管理与数据库:P2;口头技术沟通与汇报:U,应用软件开发|系统架构设计|数据库开发与管理|软件测试|系统运维|IT项目管理|技术培训与知识赋能,"程序设计与软件工程:JSP,Ant,CVS,Struts,Oracle,PL/SQL;数据管理与数据库:Oracle,PL/SQL",12,7,8,10
f3fe0979779bf741cc9cee63e66c4376,135126950,2022-10-10,软件测试工程师,软件测试工程师,测试工程师,True,1,DevOps 与自动化,,,6-9千,7500.0,1.0,11.4389,,批判性逻辑思考|口头技术沟通与汇报|团队协作与协调|需求洞察与服务意识|时间与资源统筹管理|环境适应与压力耐受|目标导向与攻坚韧性|严谨细致与诚信自律|系统测试与质量评估,系统测试与质量评估:P2;团队协作与协调:U;口头技术沟通与汇报:U;时间与资源统筹管理:U;需求洞察与服务意识:U;批判性逻辑思考:U,软件测试,,9,1,0,6
034f915c8c15f0820553f71dfcc6612a,135136357,2022-10-10,IT运维,运维工程师,IT技术支持,True,3,基础设施与云原生,,,8千-1.2万,10000.0,1.0,11.4192,,批判性逻辑思考|口头技术沟通与汇报|团队协作与协调|严谨细致与诚信自律|操作系统与系统管理|计算机网络与通信技术|网络安全与数据隐私|系统部署交付与运维,网络安全与数据隐私:P2;操作系统与系统管理:P2;系统部署交付与运维:P2;计算机网络与通信技术:U;批判性逻辑思考:U;口头技术沟通与汇报:U;团队协作与协调:U,系统运维|信息安全|IT技术支持,操作系统与系统管理:Linux,8,3,1,7
