forecast_quarter,job,skill,p50_uni,p50_cov,signal,signal_dir,last_share,n_hist_quarters
2026-Q3,Node.js开发工程师,创造力与创新思维,0.020176537,0.02007165178656578,-0.00010488521343422069,down,0.0435,12.0
2026-Q3,Node.js开发工程师,口头技术沟通与汇报,0.031679854,0.035142168402671814,0.0034623144026718136,up,0.0217,17.0
2026-Q3,Node.js开发工程师,团队协作与协调,0.07190045,0.07275523245334625,0.0008547824533462478,up,0.0435,17.0
2026-Q3,Node.js开发工程师,图形与交互技术,0.00043612625,0.000481046037748456,4.491978774845602e-05,up,0.0,8.0
2026-Q3,Node.js开发工程师,多方权衡与方案决策,0.0021099546,0.0022547775879502296,0.00014482298795022962,up,0.0,12.0
2026-Q3,Node.js开发工程师,大数据与分布式计算,0.0006012912,0.0006444898899644613,4.319868996446137e-05,up,0.0,9.0
2026-Q3,Node.js开发工程师,大模型选型与评测,0.030047333,0.02981359139084816,-0.0002337416091518392,down,0.0217,2.0
2026-Q3,Node.js开发工程师,嵌入式系统与固件开发,0.002979681,0.00306369224563241,8.401124563240997e-05,up,0.0,11.0
2026-Q3,Node.js开发工程师,归纳与演绎推理,2.562732e-05,2.3281609173864126e-05,-2.345710826135873e-06,down,0.0,3.0
2026-Q3,Node.js开发工程师,批判性逻辑思考,0.03172364,0.03171512112021446,-8.518879785535116e-06,down,0.0217,15.0
2026-Q3,Node.js开发工程师,提示设计与提示工程,-2.316304e-05,-1.4504592400044203e-05,8.658447599955798e-06,up,0.0,2.0
2026-Q3,Node.js开发工程师,操作系统与系统管理,0.04523994,0.04502394422888756,-0.00021599577111244134,down,0.0435,13.0
2026-Q3,Node.js开发工程师,数据分析与可视化,0.00012864056,0.00022469297982752323,9.605241982752323e-05,up,0.0,6.0
2026-Q3,Node.js开发工程师,数据管理与数据库,0.0947376,0.09412456303834915,-0.0006130369616508535,down,0.1087,17.0
2026-Q3,Node.js开发工程师,时间与资源统筹管理,0.014156223,0.013862206600606441,-0.00029401639939355927,down,0.0,13.0
2026-Q3,Node.js开发工程师,机器学习与深度学习,0.0021133923,0.0025509954430162907,0.0004376031430162906,up,0.0217,10.0
2026-Q3,Node.js开发工程师,环境适应与压力耐受,0.003677887,0.0039536310359835625,0.00027574403598356256,up,0.0,12.0
2026-Q3,Node.js开发工程师,生成式AI原理与应用,6.830483e-05,7.602514233440161e-05,7.720312334401602e-06,up,0.0,4.0
2026-Q3,Node.js开发工程师,生成式AI应用开发,0.050628528,0.05006977170705795,-0.0005587562929420462,down,0.0435,4.0
2026-Q3,Node.js开发工程师,目标导向与攻坚韧性,0.032102007,0.032364483922719955,0.0002624769227199536,up,0.0435,16.0
2026-Q3,Node.js开发工程师,程序设计与软件工程,0.1283831,0.12804241478443146,-0.0003406852155685425,down,0.1304,17.0
2026-Q3,Node.js开发工程师,算法与数据结构,0.0035358341,0.004341446794569492,0.0008056126945694925,up,0.0,12.0
2026-Q3,Node.js开发工程师,系统测试与质量评估,0.02498644,0.02501167170703411,2.5231707034112372e-05,up,0.0217,17.0
2026-Q3,Node.js开发工程师,系统部署交付与运维,0.0529707,0.05290568247437477,-6.501752562523139e-05,down,0.0652,16.0
2026-Q3,Node.js开发工程师,终身学习与知识更新,0.06492128,0.06369774788618088,-0.0012235321138191202,down,0.0652,16.0
2026-Q3,Node.js开发工程师,网络安全与数据隐私,0.01559084,0.016217006370425224,0.0006261663704252244,up,0.0435,15.0
2026-Q3,Node.js开发工程师,自我监测与工作复盘,-1.9413535e-05,5.057547241449356e-06,2.4471082241449355e-05,up,0.0,4.0
2026-Q3,Node.js开发工程师,自然语言处理技术,-1.05495565e-05,-7.897790055721998e-06,2.6517664442780026e-06,up,0.0,2.0
2026-Q3,Node.js开发工程师,计算数学与数据建模,-1.4479039e-05,1.1239899322390556e-07,1.4591437993223905e-05,up,0.0,3.0
2026-Q3,Node.js开发工程师,计算机硬件与数字电路,1.6619568e-05,3.155868034809828e-05,1.493911234809828e-05,up,0.0,4.0
2026-Q3,Node.js开发工程师,计算机网络与通信技术,0.040310785,0.04080914705991745,0.0004983620599174482,up,0.0217,16.0
2026-Q3,Node.js开发工程师,计算机视觉与多模态,-6.8669906e-05,-1.2577278539538383e-05,5.609262746046162e-05,up,0.0,4.0
2026-Q3,Node.js开发工程师,说服与分歧谈判,3.178307e-05,3.648083657026291e-05,4.697766570262907e-06,up,0.0,4.0
2026-Q3,Node.js开发工程师,软件架构与系统设计,0.07850255,0.07853120565414429,2.8655654144282838e-05,up,0.087,17.0
2026-Q3,Node.js开发工程师,需求洞察与服务意识,0.021470452,0.021988771855831146,0.0005183198558311453,up,0.0217,16.0
2026-Q3,PHP开发工程师,AI任务拆解与规划,0.00096354494,0.0010386029025539756,7.505796255397555e-05,up,0.0,10.0
2026-Q3,PHP开发工程师,AI智能体构建与编排,0.0067471755,0.006618489045649767,-0.00012868645435023304,down,0.0055,2.0
2026-Q3,PHP开发工程师,RAG与向量数据库,5.572656e-06,1.5501384041272104e-05,9.928728041272104e-06,up,0.0,1.0
2026-Q3,PHP开发工程师,严谨细致与诚信自律,0.05006351,0.05024082958698273,0.00017731958698272848,up,0.0552,17.0
2026-Q3,PHP开发工程师,书面技术文档撰写,0.05685311,0.05623277649283409,-0.0006203335071659072,down,0.0608,17.0
2026-Q3,PHP开发工程师,云原生与分布式系统,0.027887087,0.027782853692770004,-0.0001042333072299971,down,0.0276,17.0
2026-Q3,PHP开发工程师,人机交互与用户体验,0.025177348,0.024999581277370453,-0.00017776672262954582,down,0.0221,17.0
2026-Q3,PHP开发工程师,信息管理与数字素养,0.0013084277,0.0015196178574115038,0.00021119015741150374,up,0.0,12.0
2026-Q3,PHP开发工程师,创造力与创新思维,0.0028962074,0.0029531014151871204,5.6894015187120266e-05,up,0.0,15.0
2026-Q3,PHP开发工程师,口头技术沟通与汇报,0.046502206,0.047941625118255615,0.001439419118255618,up,0.0442,17.0
2026-Q3,PHP开发工程师,团队协作与协调,0.080001764,0.0801742672920227,0.0001725032920227021,up,0.0829,17.0
2026-Q3,PHP开发工程师,图形与交互技术,0.00035319466,0.00043198675848543644,7.879209848543644e-05,up,0.0,8.0
2026-Q3,PHP开发工程师,多方权衡与方案决策,0.0077258768,0.00778072839602828,5.485159602828041e-05,up,0.0055,16.0
2026-Q3,PHP开发工程师,大数据与分布式计算,0.0058411695,0.005728314630687237,-0.00011285486931276317,down,0.0055,15.0
2026-Q3,PHP开发工程师,大模型选型与评测,1.413995e-06,5.056208465248346e-06,3.6422134652483463e-06,up,0.0,2.0
2026-Q3,PHP开发工程师,嵌入式系统与固件开发,0.0003724788,0.00039084209129214287,1.8363291292142886e-05,up,0.0,9.0
2026-Q3,PHP开发工程师,归纳与演绎推理,0.0019056682,0.002057440811768174,0.0001517726117681742,up,0.0055,10.0
2026-Q3,PHP开发工程师,批判性逻辑思考,0.040892415,0.04135855659842491,0.0004661415984249101,up,0.0497,17.0
2026-Q3,PHP开发工程师,提示设计与提示工程,0.0010123651,0.0009746899595484138,-3.767514045158616e-05,down,0.011,3.0
2026-Q3,PHP开发工程师,操作系统与系统管理,0.045806143,0.04558763653039932,-0.00021850646960067804,down,0.0442,17.0
2026-Q3,PHP开发工程师,数据分析与可视化,0.0069121295,0.007782809901982546,0.0008706804019825458,up,0.0,14.0
2026-Q3,PHP开发工程师,数据管理与数据库,0.08885456,0.0885157659649849,-0.0003387940350151053,down,0.0884,17.0
2026-Q3,PHP开发工程师,时间与资源统筹管理,0.017424854,0.017331823706626892,-9.303029337310795e-05,down,0.0166,17.0
2026-Q3,PHP开发工程师,机器学习与深度学习,0.0028451064,0.002658319426700473,-0.00018678697329952733,down,0.011,12.0
2026-Q3,PHP开发工程师,环境适应与压力耐受,0.019786429,0.019623957574367523,-0.00016247142563247802,down,0.011,17.0
2026-Q3,PHP开发工程师,生成式AI原理与应用,0.004150657,0.004195171408355236,4.451440835523575e-05,up,0.0055,9.0
2026-Q3,PHP开发工程师,生成式AI应用开发,0.0035547395,0.003041539341211319,-0.0005132001587886811,down,0.011,6.0
2026-Q3,PHP开发工程师,目标导向与攻坚韧性,0.027828299,0.027694689109921455,-0.0001336098900785454,down,0.0276,17.0
2026-Q3,PHP开发工程师,程序设计与软件工程,0.10422842,0.10437244176864624,0.00014402176864623806,up,0.105,17.0
2026-Q3,PHP开发工程师,算法与数据结构,0.008460855,0.00833363551646471,-0.00012721948353528953,down,0.011,16.0
2026-Q3,PHP开发工程师,系统测试与质量评估,0.04452288,0.04452076554298401,-2.1144570159919995e-06,down,0.0608,17.0
2026-Q3,PHP开发工程师,系统部署交付与运维,0.049596764,0.049644626677036285,4.7862677036283885e-05,up,0.0497,17.0
2026-Q3,PHP开发工程师,终身学习与知识更新,0.047952197,0.04880276694893837,0.0008505699489383678,up,0.0442,17.0
2026-Q3,PHP开发工程师,网络安全与数据隐私,0.018978953,0.01885915733873844,-0.00011979566126155833,down,0.0221,16.0
2026-Q3,PHP开发工程师,自我监测与工作复盘,0.0026601725,0.002666998654603958,6.826154603958249e-06,up,0.0,14.0
2026-Q3,PHP开发工程师,自然语言处理技术,-3.100744e-06,-1.8037062545772642e-06,1.297037745422736e-06,up,0.0,1.0
2026-Q3,PHP开发工程师,计算数学与数据建模,6.6373323e-06,7.815862772986293e-06,1.178530472986293e-06,up,0.0,3.0
2026-Q3,PHP开发工程师,计算机硬件与数字电路,1.7027021e-05,2.7383852284401655e-05,1.0356831284401656e-05,up,0.0,7.0
2026-Q3,PHP开发工程师,计算机网络与通信技术,0.02695423,0.026948843151330948,-5.386848669051286e-06,down,0.0276,17.0
2026-Q3,PHP开发工程师,计算机视觉与多模态,7.1410905e-06,9.345691069029272e-06,2.2046005690292716e-06,up,0.0,2.0
2026-Q3,PHP开发工程师,说服与分歧谈判,-3.1321542e-06,9.6728908829391e-06,1.2805045082939101e-05,up,0.0,7.0
2026-Q3,PHP开发工程师,软件架构与系统设计,0.06525399,0.06572718918323517,0.00047319918323517063,up,0.0663,17.0
2026-Q3,PHP开发工程师,需求洞察与服务意识,0.027598891,0.027965206652879715,0.00036631565287971457,up,0.0221,17.0
2026-Q3,Python开发工程师,AI任务拆解与规划,0.005897548,0.005791934672743082,-0.0001056133272569178,down,0.0071,15.0
2026-Q3,Python开发工程师,AI安全与风险防控,0.0038805616,0.003896788228303194,1.6226628303194022e-05,up,0.0039,6.0
2026-Q3,Python开发工程师,AI幻觉识别与校验,0.0004876129,0.0005557810654863715,6.816816548637153e-05,up,0.0016,6.0
2026-Q3,Python开发工程师,AI智能体构建与编排,0.029873617,0.029955338686704636,8.1721686704634e-05,up,0.0253,12.0
2026-Q3,Python开发工程师,AI输出质量评估,0.0018114233,0.001862029079347849,5.060577934784885e-05,up,0.0032,8.0
2026-Q3,Python开发工程师,RAG与向量数据库,0.016067224,0.01660057157278061,0.0005333475727806077,up,0.0197,11.0
2026-Q3,Python开发工程师,严谨细致与诚信自律,0.02591914,0.025820203125476837,-9.893687452316308e-05,down,0.0276,17.0
2026-Q3,Python开发工程师,书面技术文档撰写,0.03621567,0.03653281182050705,0.00031714182050705114,up,0.0363,17.0
2026-Q3,Python开发工程师,云原生与分布式系统,0.033706143,0.0336335115134716,-7.263148652839752e-05,down,0.0332,17.0
2026-Q3,Python开发工程师,人机交互与用户体验,0.013980852,0.014066415838897228,8.556383889722803e-05,up,0.0111,17.0
2026-Q3,Python开发工程师,人机语义对齐与协同,0.00081543135,0.0007574476767331362,-5.798367326686387e-05,down,0.0039,4.0
2026-Q3,Python开发工程师,仿真数据合成,6.151691e-06,6.206922989804298e-06,5.5231989804297396e-08,up,0.0,4.0
2026-Q3,Python开发工程师,信息管理与数字素养,0.0024607086,0.0025935345329344273,0.00013282593293442724,up,0.0016,17.0
2026-Q3,Python开发工程师,创造力与创新思维,0.008151513,0.008285561576485634,0.000134048576485633,up,0.0087,17.0
2026-Q3,Python开发工程师,口头技术沟通与汇报,0.044460166,0.045110225677490234,0.000650059677490232,up,0.0442,17.0
2026-Q3,Python开发工程师,团队协作与协调,0.061957844,0.062031425535678864,7.35815356788655e-05,up,0.0616,17.0
2026-Q3,Python开发工程师,图形与交互技术,0.0024872206,0.0023913842160254717,-9.583638397452814e-05,down,0.0016,16.0
2026-Q3,Python开发工程师,多方权衡与方案决策,0.008296213,0.008290070109069347,-6.142890930652817e-06,down,0.0087,17.0
2026-Q3,Python开发工程师,大数据与分布式计算,0.014325423,0.014411205425858498,8.57824258584973e-05,up,0.0126,17.0
2026-Q3,Python开发工程师,大模型开发与微调,0.007764888,0.007757088169455528,-7.799830544471913e-06,down,0.0087,13.0
2026-Q3,Python开发工程师,大模型选型与评测,0.008503046,0.008729399181902409,0.00022635318190240838,up,0.0087,10.0
2026-Q3,Python开发工程师,嵌入式系统与固件开发,0.005968938,0.005992270074784756,2.3332074784755685e-05,up,0.0071,17.0
2026-Q3,Python开发工程师,归纳与演绎推理,0.0018093353,0.0018675606697797775,5.822536977977762e-05,up,0.0016,13.0
2026-Q3,Python开发工程师,批判性逻辑思考,0.037989162,0.037961363792419434,-2.7798207580566336e-05,down,0.0387,17.0
2026-Q3,Python开发工程师,提示设计与提示工程,0.019719139,0.019941434264183044,0.00022229526418304432,up,0.0174,12.0
2026-Q3,Python开发工程师,操作系统与系统管理,0.02469444,0.024790484458208084,9.604445820808258e-05,up,0.0261,17.0
2026-Q3,Python开发工程师,数据分析与可视化,0.030442946,0.0303907822817564,-5.2163718243597446e-05,down,0.0308,17.0
2026-Q3,Python开发工程师,数据管理与数据库,0.05495152,0.05521480739116669,0.00026328739116669025,up,0.0553,17.0
2026-Q3,Python开发工程师,时间与资源统筹管理,0.006980496,0.006936096586287022,-4.439941371297846e-05,down,0.0055,17.0
2026-Q3,Python开发工程师,机器学习与深度学习,0.029651131,0.02891816385090351,-0.0007329671490964897,down,0.0292,17.0
2026-Q3,Python开发工程师,环境适应与压力耐受,0.019000962,0.01859804056584835,-0.0004029214341516492,down,0.0182,17.0
2026-Q3,Python开发工程师,生成式AI原理与应用,0.022893505,0.022285327315330505,-0.0006081776846694961,down,0.0245,13.0
2026-Q3,Python开发工程师,生成式AI应用开发,0.036899935,0.03624146431684494,-0.0006584706831550616,down,0.0355,16.0
2026-Q3,Python开发工程师,目标导向与攻坚韧性,0.019228805,0.019154315814375877,-7.448918562412421e-05,down,0.0197,17.0
2026-Q3,Python开发工程师,程序设计与软件工程,0.085008256,0.0852484405040741,0.00024018450407409242,up,0.0877,17.0
2026-Q3,Python开发工程师,算法与数据结构,0.020701848,0.021446015685796738,0.0007441676857967393,up,0.0158,17.0
2026-Q3,Python开发工程师,系统测试与质量评估,0.03214111,0.032272860407829285,0.00013175040782928416,up,0.0308,17.0
2026-Q3,Python开发工程师,系统部署交付与运维,0.039477583,0.03934422880411148,-0.00013335419588851594,down,0.0419,17.0
2026-Q3,Python开发工程师,终身学习与知识更新,0.043483637,0.04561828076839447,0.0021346437683944716,up,0.0363,17.0
2026-Q3,Python开发工程师,网络安全与数据隐私,0.008726894,0.008744045160710812,1.715116071081095e-05,up,0.0103,17.0
2026-Q3,Python开发工程师,自我监测与工作复盘,0.004138984,0.004095448646694422,-4.35353533055783e-05,down,0.0032,17.0
2026-Q3,Python开发工程师,自然语言处理技术,0.010223834,0.010079400613904,-0.00014443338609600002,down,0.0103,17.0
2026-Q3,Python开发工程师,计算数学与数据建模,0.009028917,0.009120587259531021,9.167025953102197e-05,up,0.0055,17.0
2026-Q3,Python开发工程师,计算机硬件与数字电路,0.0046664933,0.004648603033274412,-1.7890266725588237e-05,down,0.0055,17.0
2026-Q3,Python开发工程师,计算机网络与通信技术,0.019598607,0.019826684147119522,0.00022807714711952157,up,0.0229,17.0
2026-Q3,Python开发工程师,计算机视觉与多模态,0.012223822,0.01223217323422432,8.351234224318951e-06,up,0.015,17.0
2026-Q3,Python开发工程师,说服与分歧谈判,0.00068268395,0.0006801200215704739,-2.5639284295260988e-06,down,0.0,11.0
2026-Q3,Python开发工程师,负责任AI与可解释性,0.0019726611,0.0020040622912347317,3.140119123473152e-05,up,0.0024,6.0
2026-Q3,Python开发工程师,软件架构与系统设计,0.04953885,0.04947518929839134,-6.366070160866016e-05,down,0.0506,17.0
2026-Q3,Python开发工程师,需求洞察与服务意识,0.025295518,0.025588231161236763,0.0002927131612367635,up,0.0229,17.0
2026-Q3,Ruby开发工程师,AI任务拆解与规划,0.000115474686,0.0001266996841877699,1.1224998187769894e-05,up,0.0,4.0
2026-Q3,Ruby开发工程师,AI输出质量评估,-4.073663e-05,-2.2372347302734852e-05,1.836428269726515e-05,up,0.0,2.0
2026-Q3,Ruby开发工程师,严谨细致与诚信自律,0.00025645085,0.0005995910614728928,0.00034314021147289277,up,0.0,7.0
2026-Q3,Ruby开发工程师,书面技术文档撰写,0.002145538,0.003493793308734894,0.001348255308734894,up,0.0,10.0
2026-Q3,Ruby开发工程师,云原生与分布式系统,0.10995498,0.10962066054344177,-0.00033431945655822137,down,0.125,7.0
2026-Q3,Ruby开发工程师,人机交互与用户体验,0.0056194523,0.005323157645761967,-0.00029629465423803344,down,0.0,9.0
2026-Q3,Ruby开发工程师,信息管理与数字素养,0.07405262,0.059464894235134125,-0.014587725764865875,down,0.125,3.0
2026-Q3,Ruby开发工程师,创造力与创新思维,-4.0953048e-05,8.413288742303848e-05,0.0001250859354230385,up,0.0,6.0
2026-Q3,Ruby开发工程师,口头技术沟通与汇报,0.024459675,0.02750827558338642,0.003048600583386421,up,0.0,10.0
2026-Q3,Ruby开发工程师,团队协作与协调,0.0067600384,0.011529013514518738,0.004768975114518738,up,0.0,12.0
2026-Q3,Ruby开发工程师,图形与交互技术,0.00026772637,0.00036799930967390537,0.00010027293967390536,up,0.0,4.0
2026-Q3,Ruby开发工程师,多方权衡与方案决策,0.0008464111,0.0010359082370996475,0.00018949713709964756,up,0.0,7.0
2026-Q3,Ruby开发工程师,大数据与分布式计算,-9.925629e-06,-4.04467573389411e-06,5.88095326610589e-06,up,0.0,2.0
2026-Q3,Ruby开发工程师,嵌入式系统与固件开发,0.0002647359,0.0003349664621055126,7.023056210551265e-05,up,0.0,5.0
2026-Q3,Ruby开发工程师,批判性逻辑思考,0.005066991,0.005419915542006493,0.00035292454200649276,up,0.0,9.0
2026-Q3,Ruby开发工程师,操作系统与系统管理,0.015568076,0.01519574224948883,-0.00037233375051116957,down,0.0,10.0
2026-Q3,Ruby开发工程师,数据分析与可视化,5.299924e-06,3.5090488381683826e-05,2.9790564381683828e-05,up,0.0,3.0
2026-Q3,Ruby开发工程师,数据管理与数据库,0.08728491,0.09017866104841232,0.0028937510484123297,up,0.125,11.0
2026-Q3,Ruby开发工程师,时间与资源统筹管理,0.008927872,0.009498820640146732,0.0005709486401467324,up,0.125,8.0
2026-Q3,Ruby开发工程师,机器学习与深度学习,4.5995694e-07,1.3095210306346416e-05,1.2635253366346416e-05,up,0.0,3.0
2026-Q3,Ruby开发工程师,环境适应与压力耐受,0.0006300714,0.0007026167586445808,7.254535864458086e-05,up,0.0,7.0
2026-Q3,Ruby开发工程师,目标导向与攻坚韧性,0.13873772,0.13981088995933533,0.0010731699593353183,up,0.125,9.0
2026-Q3,Ruby开发工程师,程序设计与软件工程,0.12241165,0.12383978068828583,0.0014281306882858308,up,0.125,13.0
2026-Q3,Ruby开发工程师,算法与数据结构,0.0028812904,0.0037477947771549225,0.0008665043771549225,up,0.0,7.0
2026-Q3,Ruby开发工程师,系统测试与质量评估,0.0028443467,0.0032992176711559296,0.00045487097115592956,up,0.0,10.0
2026-Q3,Ruby开发工程师,系统部署交付与运维,0.0026447084,0.0028081033378839493,0.0001633949378839492,up,0.0,9.0
2026-Q3,Ruby开发工程师,终身学习与知识更新,0.0029734112,0.006946925073862076,0.003973513873862076,up,0.0,11.0
2026-Q3,Ruby开发工程师,网络安全与数据隐私,0.00059329113,0.0007500369101762772,0.00015674578017627712,up,0.0,3.0
2026-Q3,Ruby开发工程师,自我监测与工作复盘,0.14033487,0.1402420699596405,-9.280004035949752e-05,down,0.125,4.0
2026-Q3,Ruby开发工程师,自然语言处理技术,3.5978883e-06,5.016816430725157e-06,1.4189281307251575e-06,up,0.0,1.0
2026-Q3,Ruby开发工程师,计算机硬件与数字电路,0.00049772905,0.0004738601855933666,-2.3868864406633426e-05,down,0.0,3.0
2026-Q3,Ruby开发工程师,计算机网络与通信技术,0.00078750774,0.0008681751787662506,8.066743876625063e-05,up,0.0,8.0
2026-Q3,Ruby开发工程师,计算机视觉与多模态,0.0013107155,0.001924261450767517,0.0006135459507675171,up,0.0,7.0
2026-Q3,Ruby开发工程师,说服与分歧谈判,3.5978883e-06,3.334600478410721e-06,-2.63287821589279e-07,down,0.0,1.0
2026-Q3,Ruby开发工程师,软件架构与系统设计,0.10687971,0.10951822996139526,0.002638519961395261,up,0.125,12.0
2026-Q3,Ruby开发工程师,需求洞察与服务意识,0.0016888175,0.0020994823426008224,0.0004106648426008225,up,0.0,8.0
2026-Q3,UE4/UE5开发工程师,AI任务拆解与规划,0.00017028826,0.0001765397610142827,6.251501014282692e-06,up,0.0,9.0
2026-Q3,UE4/UE5开发工程师,AI智能体构建与编排,0.008702455,0.01068742573261261,0.0019849707326126103,up,0.0139,4.0
2026-Q3,UE4/UE5开发工程师,严谨细致与诚信自律,0.03099214,0.030270131304860115,-0.0007220086951398863,down,0.0278,17.0
2026-Q3,UE4/UE5开发工程师,书面技术文档撰写,0.030152258,0.030279211699962616,0.00012695369996261474,up,0.0139,16.0
2026-Q3,UE4/UE5开发工程师,云原生与分布式系统,0.0019499757,0.0017924921121448278,-0.00015748358785517224,down,0.0,13.0
2026-Q3,UE4/UE5开发工程师,人机交互与用户体验,0.05602226,0.05548913776874542,-0.000533122231254575,down,0.0694,17.0
2026-Q3,UE4/UE5开发工程师,人机语义对齐与协同,-7.2989205e-06,3.170513082295656e-06,1.0469433582295656e-05,up,0.0,1.0
2026-Q3,UE4/UE5开发工程师,仿真数据合成,-3.160938e-05,-2.7803413104265928e-05,3.805966895734073e-06,up,0.0,2.0
2026-Q3,UE4/UE5开发工程师,信息管理与数字素养,0.0007596982,0.0009210255229845643,0.0001613273229845643,up,0.0,9.0
2026-Q3,UE4/UE5开发工程师,创造力与创新思维,0.007571007,0.007509099319577217,-6.190768042278316e-05,down,0.0,15.0
2026-Q3,UE4/UE5开发工程师,口头技术沟通与汇报,0.058916964,0.057857487350702286,-0.0010594766492977165,down,0.0694,17.0
2026-Q3,UE4/UE5开发工程师,团队协作与协调,0.085228816,0.08512191474437714,-0.00010690125562286268,down,0.0833,17.0
2026-Q3,UE4/UE5开发工程师,图形与交互技术,0.1088567,0.10913967341184616,0.0002829734118461602,up,0.1111,17.0
2026-Q3,UE4/UE5开发工程师,多方权衡与方案决策,0.008459325,0.00896183680742979,0.0005025118074297903,up,0.0139,13.0
2026-Q3,UE4/UE5开发工程师,大数据与分布式计算,5.1628915e-05,5.5725802667438984e-05,4.096887667438987e-06,up,0.0,6.0
2026-Q3,UE4/UE5开发工程师,大模型开发与微调,-5.6868594e-06,5.718611646443605e-07,6.25872056464436e-06,up,0.0,1.0
2026-Q3,UE4/UE5开发工程师,嵌入式系统与固件开发,0.00020690775,0.0002561707515269518,4.926300152695179e-05,up,0.0,9.0
2026-Q3,UE4/UE5开发工程师,异构模态组合与泛化能力,-7.2989205e-06,-6.624322850257158e-07,6.636488214974284e-06,up,0.0,1.0
2026-Q3,UE4/UE5开发工程师,归纳与演绎推理,4.3480424e-05,5.741533823311329e-05,1.3934914233113292e-05,up,0.0,4.0
2026-Q3,UE4/UE5开发工程师,批判性逻辑思考,0.038307674,0.037966493517160416,-0.00034118048283958424,down,0.0417,16.0
2026-Q3,UE4/UE5开发工程师,操作系统与系统管理,0.010100318,0.010067694820463657,-3.262317953634311e-05,down,0.0139,14.0
2026-Q3,UE4/UE5开发工程师,数据分析与可视化,0.028007733,0.028218116611242294,0.00021038361124229438,up,0.0417,17.0
2026-Q3,UE4/UE5开发工程师,数据管理与数据库,0.024238992,0.02506532520055771,0.0008263332005577079,up,0.0417,15.0
2026-Q3,UE4/UE5开发工程师,时间与资源统筹管理,0.0033082915,0.0033888155594468117,8.052405944681184e-05,up,0.0,14.0
2026-Q3,UE4/UE5开发工程师,机器学习与深度学习,0.0024267798,0.0026560486294329166,0.0002292688294329168,up,0.0,13.0
2026-Q3,UE4/UE5开发工程师,环境适应与压力耐受,0.025487509,0.025720421224832535,0.00023291222483253632,up,0.0278,15.0
2026-Q3,UE4/UE5开发工程师,生成式AI原理与应用,0.008723913,0.00915379635989666,0.00042988335989666004,up,0.0139,6.0
2026-Q3,UE4/UE5开发工程师,生成式AI应用开发,0.0019565732,0.0018712589517235756,-8.531424827642456e-05,down,0.0139,9.0
2026-Q3,UE4/UE5开发工程师,目标导向与攻坚韧性,0.02564676,0.0259581059217453,0.0003113459217452992,up,0.0278,15.0
2026-Q3,UE4/UE5开发工程师,程序设计与软件工程,0.09005228,0.09056499600410461,0.0005127160041046158,up,0.0833,17.0
2026-Q3,UE4/UE5开发工程师,算法与数据结构,0.04193885,0.04170553386211395,-0.0002333161378860471,down,0.0417,16.0
2026-Q3,UE4/UE5开发工程师,系统测试与质量评估,0.022519335,0.022642090916633606,0.00012275591663360452,up,0.0,15.0
2026-Q3,UE4/UE5开发工程师,系统部署交付与运维,0.0073534176,0.007327081635594368,-2.6335964405632337e-05,down,0.0139,13.0
2026-Q3,UE4/UE5开发工程师,终身学习与知识更新,0.05726302,0.05785142630338669,0.0005884063033866904,up,0.0556,16.0
2026-Q3,UE4/UE5开发工程师,网络安全与数据隐私,-2.2450491e-05,-9.881594451144338e-06,1.2568896548855662e-05,up,0.0,3.0
2026-Q3,UE4/UE5开发工程师,自我监测与工作复盘,0.004549043,0.00460182037204504,5.277737204504012e-05,up,0.0,12.0
2026-Q3,UE4/UE5开发工程师,自然语言处理技术,0.0045950906,0.004729463253170252,0.00013437265317025205,up,0.0139,1.0
2026-Q3,UE4/UE5开发工程师,计算数学与数据建模,0.017817365,0.01799572817981243,0.00017836317981242966,up,0.0139,15.0
2026-Q3,UE4/UE5开发工程师,计算机硬件与数字电路,0.0042617256,0.00447690486907959,0.00021517926907958958,up,0.0139,11.0
2026-Q3,UE4/UE5开发工程师,计算机网络与通信技术,0.037328895,0.03738497942686081,5.60844268608085e-05,up,0.0417,17.0
2026-Q3,UE4/UE5开发工程师,计算机视觉与多模态,0.023254717,0.0230496134608984,-0.00020510353910160178,down,0.0278,17.0
2026-Q3,UE4/UE5开发工程师,说服与分歧谈判,1.676986e-05,2.095589297823608e-05,4.1860329782360785e-06,up,0.0,3.0
2026-Q3,UE4/UE5开发工程师,软件架构与系统设计,0.08209225,0.08048086613416672,-0.001611383865833288,down,0.0694,17.0
2026-Q3,UE4/UE5开发工程师,需求洞察与服务意识,0.008817313,0.010533951222896576,0.0017166382228965757,up,0.0,15.0
2026-Q3,UI设计师,AI任务拆解与规划,0.0009950264,0.0010455651208758354,5.0538720875835516e-05,up,0.0011,12.0
2026-Q3,UI设计师,AI安全与风险防控,0.0015223676,0.0015182039933279157,-4.163606672084267e-06,down,0.0011,2.0
2026-Q3,UI设计师,AI幻觉识别与校验,0.00065923564,0.000617457611951977,-4.1778028048023016e-05,down,0.0011,2.0
2026-Q3,UI设计师,AI智能体构建与编排,0.0027224245,0.0026790262199938297,-4.339828000617021e-05,down,0.0022,2.0
2026-Q3,UI设计师,AI输出质量评估,0.00016168464,0.0002465200377628207,8.483539776282071e-05,up,0.0,8.0
2026-Q3,UI设计师,严谨细致与诚信自律,0.053077985,0.05276484042406082,-0.0003131445759391796,down,0.0476,17.0
2026-Q3,UI设计师,书面技术文档撰写,0.026859125,0.02681848593056202,-4.0639069437981706e-05,down,0.0266,17.0
